,REPORT,CATEGORY
6015,"'almodóvar logra un filme entrañable , lleno de compasión , comprensión , amor , amistad , esperanza y humanidad que es sencillamente inolvidable . '",0
6016,the kind of sense of humor that derives from a workman's grasp of pun and entendre and its attendant need to constantly draw attention to itself . ,0
6017,"too much of storytelling moves away from solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries . ",0
6018,"the story is virtually impossible to follow here , but there's a certain style and wit to the dialogue . ",0
6019,"the music makes a nice album , the food is enticing and italy beckons us all . ",0
6020,"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose . ",0
6021,"the film is small in scope , yet perfectly formed . ",0
6022,jones has delivered a solidly entertaining and moving family drama . ,0
6023,happy times maintains an appealing veneer without becoming too cute about it . ,0
6024,oliveira seems to pursue silent film representation with every mournful composition . ,0
6025,"one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him . ",0
6026,"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world . ",0
6027,he's the scariest guy you'll see all summer . ,0
6028," "" frailty "" offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . and , there's no way you won't be talking about the film once you exit the theater . ",0
6029,really quite funny . ,0
6030,"if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time . ",0
6031,"quiet , adult and just about more stately than any contemporary movie this year . . . a true study , a film with a questioning heart and mind that isn't afraid to admit it doesn't have all the answers . ",0
6032,"in the end , the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters  damaged-goods people whose orbits will inevitably and dangerously collide . ",0
6033,"some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat . ",0
6034,it is hard not to be especially grateful for freedom after a film like this . ,0
6035,the dirty jokes provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen . ,0
6036,"y tu mamá también is hilariously , gloriously alive , and quite often hotter than georgia asphalt . ",0
6037, . . . works on some levels and is certainly worth seeing at least once . ,0
6038,"you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated . ",0
6039,"if the material is slight and admittedly manipulative , jacquot preserves tosca's intoxicating ardor through his use of the camera . ",0
6040,"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began . ",0
6041,"overall , it's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs . ",0
6042,mais um momento inspirado de david fincher . ,0
6043,"a must for fans of british cinema , if only because so many titans of the industry are along for the ride . ",0
6044,"tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of yasujiro ozu . ",0
6045,"until ( the ) superfluous . . . epilogue that leaks suspension of disbelief like a sieve , die another day is as stimulating & heart-rate-raising as any james bond thriller . ",0
6046,"it's a good film , but it falls short of its aspiration to be a true 'epic' . ",0
6047,"all the pieces fall together without much surprise , but little moments give it a boost . ",0
6048,the beauty of alexander payne's ode to the everyman is in the details . ,0
6049,a touching drama about old age and grief with a tour de force performance by michel piccoli . ,0
6050,the ending feels at odds with the rest of the film . ,0
6051,"a tone of rueful compassion . . . reverberates throughout this film , whose meaning and impact is sadly heightened by current world events . ",0
6052,a beautiful paean to a time long past . ,0
6053,dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed . ,0
6054,"if you thought tom hanks was just an ordinary big-screen star , wait until you've seen him eight stories tall . ",0
6055,"with this masterful , flawless film , [wang] emerges in the front ranks of china's now numerous , world-renowned filmmakers . ",0
6056,"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes . ",0
